"","Mature1_Acc","Mature1","goTerm"
"433","MIMAT0000231","hsa-miR-199a-5p","GO:1903244"
"434","MIMAT0000231","hsa-miR-199a-5p","GO:1905205"
"435","MIMAT0000231","hsa-miR-199a-5p","GO:0005615"
"436","MIMAT0000242","hsa-miR-129-5p","GO:0032717"
"437","MIMAT0000242","hsa-miR-129-5p","GO:1903231"
"438","MIMAT0000242","hsa-miR-129-5p","GO:0035195"
"439","MIMAT0000242","hsa-miR-129-5p","GO:0043537"
"440","MIMAT0000242","hsa-miR-129-5p","GO:1900016"
"441","MIMAT0000242","hsa-miR-129-5p","GO:1905563"
"442","MIMAT0000244","hsa-miR-30c-5p","GO:0010868"
"443","MIMAT0000244","hsa-miR-30c-5p","GO:0045541"
"444","MIMAT0000244","hsa-miR-30c-5p","GO:0045717"
"445","MIMAT0000244","hsa-miR-30c-5p","GO:0050709"
"446","MIMAT0000244","hsa-miR-30c-5p","GO:0071072"
"447","MIMAT0000244","hsa-miR-30c-5p","GO:0110114"
"448","MIMAT0000244","hsa-miR-30c-5p","GO:1903671"
"449","MIMAT0000244","hsa-miR-30c-5p","GO:1903901"
"450","MIMAT0000244","hsa-miR-30c-5p","GO:1905884"
"451","MIMAT0000244","hsa-miR-30c-5p","GO:0008035"
"452","MIMAT0000244","hsa-miR-30c-5p","GO:1903231"
"453","MIMAT0000244","hsa-miR-30c-5p","GO:0035195"
"454","MIMAT0000244","hsa-miR-30c-5p","GO:0042632"
"455","MIMAT0000244","hsa-miR-30c-5p","GO:0098586"
"456","MIMAT0000244","hsa-miR-30c-5p","GO:0005615"
"457","MIMAT0000244","hsa-miR-30c-5p","GO:0070062"
"458","MIMAT0000244","hsa-miR-30c-5p","GO:1903561"
"459","MIMAT0000245","hsa-miR-30d-5p","GO:0005615"
"460","MIMAT0000245","hsa-miR-30d-5p","GO:0070062"
"461","MIMAT0000245","hsa-miR-30d-5p","GO:1903561"
"462","MIMAT0000250","hsa-miR-139-5p","GO:0000993"
"463","MIMAT0000250","hsa-miR-139-5p","GO:0003730"
"464","MIMAT0000250","hsa-miR-139-5p","GO:1903231"
"465","MIMAT0000250","hsa-miR-139-5p","GO:0035195"
"466","MIMAT0000250","hsa-miR-139-5p","GO:0005615"
"467","MIMAT0000252","hsa-miR-7-5p","GO:1903231"
"468","MIMAT0000252","hsa-miR-7-5p","GO:0035195"
"469","MIMAT0000252","hsa-miR-7-5p","GO:1903671"
"470","MIMAT0000252","hsa-miR-7-5p","GO:0005615"
"471","MIMAT0000253","hsa-miR-10a-5p","GO:1903231"
"472","MIMAT0000253","hsa-miR-10a-5p","GO:0030949"
"473","MIMAT0000253","hsa-miR-10a-5p","GO:0035195"
"474","MIMAT0000253","hsa-miR-10a-5p","GO:0090050"
"475","MIMAT0000253","hsa-miR-10a-5p","GO:0110023"
"476","MIMAT0000253","hsa-miR-10a-5p","GO:1902807"
"477","MIMAT0000253","hsa-miR-10a-5p","GO:1903589"
"478","MIMAT0000253","hsa-miR-10a-5p","GO:0005615"
"479","MIMAT0000254","hsa-miR-10b-5p","GO:0010884"
"480","MIMAT0000254","hsa-miR-10b-5p","GO:0003730"
"481","MIMAT0000254","hsa-miR-10b-5p","GO:1903231"
"482","MIMAT0000254","hsa-miR-10b-5p","GO:0030949"
"483","MIMAT0000254","hsa-miR-10b-5p","GO:0035195"
"484","MIMAT0000254","hsa-miR-10b-5p","GO:0035278"
"485","MIMAT0000254","hsa-miR-10b-5p","GO:0090050"
"486","MIMAT0000254","hsa-miR-10b-5p","GO:1903589"
"487","MIMAT0000254","hsa-miR-10b-5p","GO:0005615"
"488","MIMAT0000254","hsa-miR-10b-5p","GO:0070062"
"489","MIMAT0000255","hsa-miR-34a-5p","GO:0010884"
"490","MIMAT0000255","hsa-miR-34a-5p","GO:0071901"
"491","MIMAT0000255","hsa-miR-34a-5p","GO:0010629"
"492","MIMAT0000255","hsa-miR-34a-5p","GO:0003730"
"493","MIMAT0000255","hsa-miR-34a-5p","GO:1903231"
"494","MIMAT0000255","hsa-miR-34a-5p","GO:0006974"
"495","MIMAT0000255","hsa-miR-34a-5p","GO:0010628"
"496","MIMAT0000255","hsa-miR-34a-5p","GO:0010666"
"497","MIMAT0000255","hsa-miR-34a-5p","GO:0010942"
"498","MIMAT0000255","hsa-miR-34a-5p","GO:0016525"
"499","MIMAT0000255","hsa-miR-34a-5p","GO:0030336"
"500","MIMAT0000255","hsa-miR-34a-5p","GO:0033209"
"501","MIMAT0000255","hsa-miR-34a-5p","GO:0035195"
"502","MIMAT0000255","hsa-miR-34a-5p","GO:0035359"
"503","MIMAT0000255","hsa-miR-34a-5p","GO:0042632"
"504","MIMAT0000255","hsa-miR-34a-5p","GO:0048678"
"505","MIMAT0000255","hsa-miR-34a-5p","GO:0050859"
"506","MIMAT0000255","hsa-miR-34a-5p","GO:0051152"
"507","MIMAT0000255","hsa-miR-34a-5p","GO:0051898"
"508","MIMAT0000255","hsa-miR-34a-5p","GO:0061044"
"509","MIMAT0000255","hsa-miR-34a-5p","GO:0070328"
"510","MIMAT0000255","hsa-miR-34a-5p","GO:0071158"
"511","MIMAT0000255","hsa-miR-34a-5p","GO:0071456"
"512","MIMAT0000255","hsa-miR-34a-5p","GO:0071672"
"513","MIMAT0000255","hsa-miR-34a-5p","GO:0090281"
"514","MIMAT0000255","hsa-miR-34a-5p","GO:0110058"
"515","MIMAT0000255","hsa-miR-34a-5p","GO:0110114"
"516","MIMAT0000255","hsa-miR-34a-5p","GO:1900222"
"517","MIMAT0000255","hsa-miR-34a-5p","GO:1901985"
"518","MIMAT0000255","hsa-miR-34a-5p","GO:1902532"
"519","MIMAT0000255","hsa-miR-34a-5p","GO:1903671"
"520","MIMAT0000255","hsa-miR-34a-5p","GO:1904046"
"521","MIMAT0000255","hsa-miR-34a-5p","GO:1904706"
"522","MIMAT0000255","hsa-miR-34a-5p","GO:1904753"
"523","MIMAT0000255","hsa-miR-34a-5p","GO:1905205"
"524","MIMAT0000255","hsa-miR-34a-5p","GO:1905206"
"525","MIMAT0000255","hsa-miR-34a-5p","GO:2000774"
"526","MIMAT0000255","hsa-miR-34a-5p","GO:0070062"
"527","MIMAT0000255","hsa-miR-34a-5p","GO:1903561"
"528","MIMAT0000256","hsa-miR-181a-5p","GO:0003730"
"529","MIMAT0000256","hsa-miR-181a-5p","GO:1903231"
"530","MIMAT0000256","hsa-miR-181a-5p","GO:0010629"
"531","MIMAT0000256","hsa-miR-181a-5p","GO:0030335"
"532","MIMAT0000256","hsa-miR-181a-5p","GO:0032690"
"533","MIMAT0000256","hsa-miR-181a-5p","GO:0032691"
"534","MIMAT0000256","hsa-miR-181a-5p","GO:0032715"
"535","MIMAT0000256","hsa-miR-181a-5p","GO:0032717"
"536","MIMAT0000256","hsa-miR-181a-5p","GO:0032720"
"537","MIMAT0000256","hsa-miR-181a-5p","GO:0035195"
"538","MIMAT0000256","hsa-miR-181a-5p","GO:0035278"
"539","MIMAT0000256","hsa-miR-181a-5p","GO:0045429"
"540","MIMAT0000256","hsa-miR-181a-5p","GO:0045598"
"541","MIMAT0000256","hsa-miR-181a-5p","GO:0045603"
"542","MIMAT0000256","hsa-miR-181a-5p","GO:0050728"
"543","MIMAT0000256","hsa-miR-181a-5p","GO:1900745"
"544","MIMAT0000256","hsa-miR-181a-5p","GO:1903427"
"545","MIMAT0000256","hsa-miR-181a-5p","GO:0005615"
"546","MIMAT0000256","hsa-miR-181a-5p","GO:0045177"
"547","MIMAT0000257","hsa-miR-181b-5p","GO:0010839"
"548","MIMAT0000257","hsa-miR-181b-5p","GO:0034144"
"549","MIMAT0000257","hsa-miR-181b-5p","GO:1903231"
"550","MIMAT0000257","hsa-miR-181b-5p","GO:0009968"
"551","MIMAT0000257","hsa-miR-181b-5p","GO:0010917"
"552","MIMAT0000257","hsa-miR-181b-5p","GO:0030335"
"553","MIMAT0000257","hsa-miR-181b-5p","GO:0035195"
"554","MIMAT0000257","hsa-miR-181b-5p","GO:0035278"
"555","MIMAT0000257","hsa-miR-181b-5p","GO:0045429"
"556","MIMAT0000257","hsa-miR-181b-5p","GO:0045603"
"557","MIMAT0000257","hsa-miR-181b-5p","GO:0045766"
"558","MIMAT0000257","hsa-miR-181b-5p","GO:0045824"
"559","MIMAT0000257","hsa-miR-181b-5p","GO:0050728"
"560","MIMAT0000257","hsa-miR-181b-5p","GO:0050729"
"561","MIMAT0000257","hsa-miR-181b-5p","GO:0050765"
"562","MIMAT0000257","hsa-miR-181b-5p","GO:0061889"
"563","MIMAT0000257","hsa-miR-181b-5p","GO:0071356"
"564","MIMAT0000257","hsa-miR-181b-5p","GO:0110015"
"565","MIMAT0000257","hsa-miR-181b-5p","GO:0120041"
"566","MIMAT0000257","hsa-miR-181b-5p","GO:1900425"
"567","MIMAT0000257","hsa-miR-181b-5p","GO:1900745"
"568","MIMAT0000257","hsa-miR-181b-5p","GO:2000271"
"569","MIMAT0000257","hsa-miR-181b-5p","GO:0005615"
"570","MIMAT0000258","hsa-miR-181c-5p","GO:0032700"
"571","MIMAT0000258","hsa-miR-181c-5p","GO:0032703"
"572","MIMAT0000258","hsa-miR-181c-5p","GO:0032716"
"573","MIMAT0000258","hsa-miR-181c-5p","GO:0046007"
"574","MIMAT0000258","hsa-miR-181c-5p","GO:0050868"
"575","MIMAT0000258","hsa-miR-181c-5p","GO:0003727"
"576","MIMAT0000258","hsa-miR-181c-5p","GO:1903231"
"577","MIMAT0000258","hsa-miR-181c-5p","GO:0001774"
"578","MIMAT0000258","hsa-miR-181c-5p","GO:0031047"
"579","MIMAT0000258","hsa-miR-181c-5p","GO:0032690"
"580","MIMAT0000258","hsa-miR-181c-5p","GO:0035195"
"581","MIMAT0000258","hsa-miR-181c-5p","GO:0035278"
"582","MIMAT0000258","hsa-miR-181c-5p","GO:0043524"
"583","MIMAT0000258","hsa-miR-181c-5p","GO:0050728"
"584","MIMAT0000258","hsa-miR-181c-5p","GO:0061889"
"585","MIMAT0000258","hsa-miR-181c-5p","GO:1901646"
"586","MIMAT0000258","hsa-miR-181c-5p","GO:0005615"
"587","MIMAT0000259","hsa-miR-182-5p","GO:1903231"
"588","MIMAT0000259","hsa-miR-182-5p","GO:0001819"
"589","MIMAT0000259","hsa-miR-182-5p","GO:0010628"
"590","MIMAT0000259","hsa-miR-182-5p","GO:0030335"
"591","MIMAT0000259","hsa-miR-182-5p","GO:0035195"
"592","MIMAT0000259","hsa-miR-182-5p","GO:0035278"
"593","MIMAT0000259","hsa-miR-182-5p","GO:0042632"
"594","MIMAT0000259","hsa-miR-182-5p","GO:0045542"
"595","MIMAT0000259","hsa-miR-182-5p","GO:0045723"
"596","MIMAT0000259","hsa-miR-182-5p","GO:0051006"
"597","MIMAT0000259","hsa-miR-182-5p","GO:0071397"
"598","MIMAT0000259","hsa-miR-182-5p","GO:1901224"
"599","MIMAT0000259","hsa-miR-182-5p","GO:1901726"
"600","MIMAT0000259","hsa-miR-182-5p","GO:1904036"
"601","MIMAT0000259","hsa-miR-182-5p","GO:1904706"
"602","MIMAT0000259","hsa-miR-182-5p","GO:1904753"
"603","MIMAT0000259","hsa-miR-182-5p","GO:1905175"
"604","MIMAT0000259","hsa-miR-182-5p","GO:0005615"
"605","MIMAT0000261","hsa-miR-183-5p","GO:0010812"
"606","MIMAT0000261","hsa-miR-183-5p","GO:0010629"
"607","MIMAT0000261","hsa-miR-183-5p","GO:0050766"
"608","MIMAT0000261","hsa-miR-183-5p","GO:0003730"
"609","MIMAT0000261","hsa-miR-183-5p","GO:1903231"
"610","MIMAT0000261","hsa-miR-183-5p","GO:0007179"
"611","MIMAT0000261","hsa-miR-183-5p","GO:0035195"
"612","MIMAT0000261","hsa-miR-183-5p","GO:0005615"
"613","MIMAT0000263","hsa-miR-199b-5p","GO:0045765"
"614","MIMAT0000263","hsa-miR-199b-5p","GO:1905203"
"615","MIMAT0000263","hsa-miR-199b-5p","GO:1903231"
"616","MIMAT0000263","hsa-miR-199b-5p","GO:0035195"
"617","MIMAT0000263","hsa-miR-199b-5p","GO:0045603"
"618","MIMAT0000263","hsa-miR-199b-5p","GO:0045766"
"619","MIMAT0000263","hsa-miR-199b-5p","GO:0050714"
"620","MIMAT0000263","hsa-miR-199b-5p","GO:0051151"
"621","MIMAT0000263","hsa-miR-199b-5p","GO:0060044"
"622","MIMAT0000263","hsa-miR-199b-5p","GO:0061052"
"623","MIMAT0000263","hsa-miR-199b-5p","GO:1900239"
"624","MIMAT0000263","hsa-miR-199b-5p","GO:0005615"
"625","MIMAT0000265","hsa-miR-204-5p","GO:0032715"
"626","MIMAT0000265","hsa-miR-204-5p","GO:0032717"
"627","MIMAT0000265","hsa-miR-204-5p","GO:0032720"
"628","MIMAT0000265","hsa-miR-204-5p","GO:1901223"
"629","MIMAT0000265","hsa-miR-204-5p","GO:1903231"
"630","MIMAT0000265","hsa-miR-204-5p","GO:0008285"
"631","MIMAT0000265","hsa-miR-204-5p","GO:0030336"
"632","MIMAT0000265","hsa-miR-204-5p","GO:0031393"
"633","MIMAT0000265","hsa-miR-204-5p","GO:0032691"
"634","MIMAT0000265","hsa-miR-204-5p","GO:0035195"
"635","MIMAT0000265","hsa-miR-204-5p","GO:0035278"
"636","MIMAT0000265","hsa-miR-204-5p","GO:0043065"
"637","MIMAT0000265","hsa-miR-204-5p","GO:0043537"
"638","MIMAT0000265","hsa-miR-204-5p","GO:0050728"
"639","MIMAT0000265","hsa-miR-204-5p","GO:0060045"
"640","MIMAT0000265","hsa-miR-204-5p","GO:0070555"
"641","MIMAT0000265","hsa-miR-204-5p","GO:0110023"
"642","MIMAT0000265","hsa-miR-204-5p","GO:2000727"
"643","MIMAT0000265","hsa-miR-204-5p","GO:0005615"
"644","MIMAT0000266","hsa-miR-205-5p","GO:0048261"
"645","MIMAT0000266","hsa-miR-205-5p","GO:0003730"
"646","MIMAT0000266","hsa-miR-205-5p","GO:1903231"
"647","MIMAT0000266","hsa-miR-205-5p","GO:0035195"
"648","MIMAT0000266","hsa-miR-205-5p","GO:0035278"
"649","MIMAT0000266","hsa-miR-205-5p","GO:0090272"
"650","MIMAT0000266","hsa-miR-205-5p","GO:1903847"
"651","MIMAT0000266","hsa-miR-205-5p","GO:1904046"
"652","MIMAT0000266","hsa-miR-205-5p","GO:1904685"
"653","MIMAT0000266","hsa-miR-205-5p","GO:0005615"
"654","MIMAT0026475","hsa-miR-210-5p","GO:1903231"
"655","MIMAT0026475","hsa-miR-210-5p","GO:0035195"
"656","MIMAT0004564","hsa-miR-214-5p","GO:1903243"
"657","MIMAT0004564","hsa-miR-214-5p","GO:1904707"
"658","MIMAT0000272","hsa-miR-215-5p","GO:1903231"
"659","MIMAT0000272","hsa-miR-215-5p","GO:0032705"
"660","MIMAT0000272","hsa-miR-215-5p","GO:0035195"
"661","MIMAT0000272","hsa-miR-215-5p","GO:0005615"
"662","MIMAT0000272","hsa-miR-215-5p","GO:1903561"
"663","MIMAT0000274","hsa-miR-217-5p","GO:1903231"
"664","MIMAT0000274","hsa-miR-217-5p","GO:0016525"
"665","MIMAT0000274","hsa-miR-217-5p","GO:0032715"
"666","MIMAT0000274","hsa-miR-217-5p","GO:0035195"
"667","MIMAT0000274","hsa-miR-217-5p","GO:1901985"
"668","MIMAT0000274","hsa-miR-217-5p","GO:2000774"
"669","MIMAT0000275","hsa-miR-218-5p","GO:1903231"
"670","MIMAT0000275","hsa-miR-218-5p","GO:0008285"
"671","MIMAT0000275","hsa-miR-218-5p","GO:0030336"
"672","MIMAT0000275","hsa-miR-218-5p","GO:0032966"
"673","MIMAT0000275","hsa-miR-218-5p","GO:0035195"
"674","MIMAT0000275","hsa-miR-218-5p","GO:0035278"
"675","MIMAT0000275","hsa-miR-218-5p","GO:0043407"
"676","MIMAT0000275","hsa-miR-218-5p","GO:1904753"
"677","MIMAT0000276","hsa-miR-219a-5p","GO:1903231"
"678","MIMAT0000276","hsa-miR-219a-5p","GO:0010977"
"679","MIMAT0000276","hsa-miR-219a-5p","GO:0035195"
"680","MIMAT0004568","hsa-miR-221-5p","GO:1903231"
"681","MIMAT0004568","hsa-miR-221-5p","GO:0035195"
"682","MIMAT0004568","hsa-miR-221-5p","GO:0005615"
"683","MIMAT0004570","hsa-miR-223-5p","GO:0050728"
"684","MIMAT0004570","hsa-miR-223-5p","GO:0060547"
"685","MIMAT0004570","hsa-miR-223-5p","GO:0005615"
"686","MIMAT0000281","hsa-miR-224-5p","GO:1903231"
"687","MIMAT0000281","hsa-miR-224-5p","GO:0035195"
"688","MIMAT0000281","hsa-miR-224-5p","GO:0005615"
"689","MIMAT0000414","hsa-let-7g-5p","GO:1903231"
"690","MIMAT0000414","hsa-let-7g-5p","GO:0030336"
"691","MIMAT0000414","hsa-let-7g-5p","GO:0030512"
"692","MIMAT0000414","hsa-let-7g-5p","GO:0035195"
"693","MIMAT0000414","hsa-let-7g-5p","GO:0045766"
"694","MIMAT0000414","hsa-let-7g-5p","GO:0050728"
"695","MIMAT0000414","hsa-let-7g-5p","GO:0060394"
"696","MIMAT0000414","hsa-let-7g-5p","GO:0071333"
"697","MIMAT0000414","hsa-let-7g-5p","GO:1904995"
"698","MIMAT0000414","hsa-let-7g-5p","GO:0005615"
"699","MIMAT0000415","hsa-let-7i-5p","GO:0000993"
"700","MIMAT0000415","hsa-let-7i-5p","GO:0003730"
"701","MIMAT0000415","hsa-let-7i-5p","GO:0098847"
"702","MIMAT0000415","hsa-let-7i-5p","GO:1903231"
"703","MIMAT0000415","hsa-let-7i-5p","GO:0010629"
"704","MIMAT0000415","hsa-let-7i-5p","GO:0035195"
"705","MIMAT0000415","hsa-let-7i-5p","GO:0035278"
"706","MIMAT0000415","hsa-let-7i-5p","GO:0042832"
"707","MIMAT0000415","hsa-let-7i-5p","GO:0045899"
"708","MIMAT0000415","hsa-let-7i-5p","GO:0045944"
"709","MIMAT0000415","hsa-let-7i-5p","GO:0005615"
"710","MIMAT0000415","hsa-let-7i-5p","GO:0005634"
"711","MIMAT0000415","hsa-let-7i-5p","GO:0005737"
"712","MIMAT0000415","hsa-let-7i-5p","GO:1903561"
"713","MIMAT0000416","hsa-miR-1-3p","GO:1903231"
"714","MIMAT0000416","hsa-miR-1-3p","GO:0001934"
"715","MIMAT0000416","hsa-miR-1-3p","GO:0010455"
"716","MIMAT0000416","hsa-miR-1-3p","GO:0010460"
"717","MIMAT0000416","hsa-miR-1-3p","GO:0010614"
"718","MIMAT0000416","hsa-miR-1-3p","GO:0010831"
"719","MIMAT0000416","hsa-miR-1-3p","GO:0010880"
"720","MIMAT0000416","hsa-miR-1-3p","GO:0010881"
"721","MIMAT0000416","hsa-miR-1-3p","GO:0035195"
"722","MIMAT0000416","hsa-miR-1-3p","GO:0035278"
"723","MIMAT0000416","hsa-miR-1-3p","GO:0040037"
"724","MIMAT0000416","hsa-miR-1-3p","GO:0043433"
"725","MIMAT0000416","hsa-miR-1-3p","GO:0043569"
"726","MIMAT0000416","hsa-miR-1-3p","GO:0045602"
"727","MIMAT0000416","hsa-miR-1-3p","GO:0060044"
"728","MIMAT0000416","hsa-miR-1-3p","GO:0060298"
"729","MIMAT0000416","hsa-miR-1-3p","GO:0060373"
"730","MIMAT0000416","hsa-miR-1-3p","GO:0060412"
"731","MIMAT0000416","hsa-miR-1-3p","GO:0060452"
"732","MIMAT0000416","hsa-miR-1-3p","GO:0060980"
"733","MIMAT0000416","hsa-miR-1-3p","GO:0086094"
"734","MIMAT0000416","hsa-miR-1-3p","GO:0090090"
"735","MIMAT0000416","hsa-miR-1-3p","GO:0090677"
"736","MIMAT0000416","hsa-miR-1-3p","GO:1902260"
"737","MIMAT0000416","hsa-miR-1-3p","GO:1903672"
"738","MIMAT0000416","hsa-miR-1-3p","GO:1903762"
"739","MIMAT0000416","hsa-miR-1-3p","GO:1903780"
"740","MIMAT0000416","hsa-miR-1-3p","GO:1904706"
"741","MIMAT0000416","hsa-miR-1-3p","GO:1904879"
"742","MIMAT0000416","hsa-miR-1-3p","GO:1905032"
"743","MIMAT0000416","hsa-miR-1-3p","GO:1905461"
"744","MIMAT0000416","hsa-miR-1-3p","GO:1905904"
"745","MIMAT0000416","hsa-miR-1-3p","GO:1905913"
"746","MIMAT0000416","hsa-miR-1-3p","GO:2000724"
"747","MIMAT0000416","hsa-miR-1-3p","GO:2000727"
"748","MIMAT0000416","hsa-miR-1-3p","GO:2000818"
"749","MIMAT0000416","hsa-miR-1-3p","GO:2001016"
"750","MIMAT0000416","hsa-miR-1-3p","GO:0005615"
"751","MIMAT0000417","hsa-miR-15b-5p","GO:0001569"
"752","MIMAT0000417","hsa-miR-15b-5p","GO:0043537"
"753","MIMAT0000417","hsa-miR-15b-5p","GO:0050728"
"754","MIMAT0000417","hsa-miR-15b-5p","GO:0061045"
"755","MIMAT0000417","hsa-miR-15b-5p","GO:1901223"
"756","MIMAT0000417","hsa-miR-15b-5p","GO:1902430"
"757","MIMAT0000417","hsa-miR-15b-5p","GO:1902992"
"758","MIMAT0000417","hsa-miR-15b-5p","GO:0003730"
"759","MIMAT0000417","hsa-miR-15b-5p","GO:1903231"
"760","MIMAT0000417","hsa-miR-15b-5p","GO:0003300"
"761","MIMAT0000417","hsa-miR-15b-5p","GO:0008285"
"762","MIMAT0000417","hsa-miR-15b-5p","GO:0016525"
"763","MIMAT0000417","hsa-miR-15b-5p","GO:0030512"
"764","MIMAT0000417","hsa-miR-15b-5p","GO:0035195"
"765","MIMAT0000417","hsa-miR-15b-5p","GO:0035278"
"766","MIMAT0000417","hsa-miR-15b-5p","GO:0043065"
"767","MIMAT0000417","hsa-miR-15b-5p","GO:0043124"
"768","MIMAT0000417","hsa-miR-15b-5p","GO:0043524"
"769","MIMAT0000417","hsa-miR-15b-5p","GO:0045727"
"770","MIMAT0000417","hsa-miR-15b-5p","GO:0045930"
"771","MIMAT0000417","hsa-miR-15b-5p","GO:1901164"
"772","MIMAT0000417","hsa-miR-15b-5p","GO:1903588"
"773","MIMAT0000417","hsa-miR-15b-5p","GO:1904046"
"774","MIMAT0000417","hsa-miR-15b-5p","GO:1905064"
"775","MIMAT0000417","hsa-miR-15b-5p","GO:1905205"
"776","MIMAT0000417","hsa-miR-15b-5p","GO:1905563"
"777","MIMAT0000417","hsa-miR-15b-5p","GO:2000134"
"778","MIMAT0000417","hsa-miR-15b-5p","GO:0005615"
"779","MIMAT0000417","hsa-miR-15b-5p","GO:1903561"
"780","MIMAT0004588","hsa-miR-27b-5p","GO:0010804"
"781","MIMAT0004588","hsa-miR-27b-5p","GO:0043280"
"782","MIMAT0004588","hsa-miR-27b-5p","GO:1901223"
"783","MIMAT0004588","hsa-miR-27b-5p","GO:1903720"
"784","MIMAT0004588","hsa-miR-27b-5p","GO:2001244"
"785","MIMAT0004588","hsa-miR-27b-5p","GO:1903231"
"786","MIMAT0004588","hsa-miR-27b-5p","GO:0032691"
"787","MIMAT0004588","hsa-miR-27b-5p","GO:0035195"
"788","MIMAT0000420","hsa-miR-30b-5p","GO:1903231"
"789","MIMAT0000420","hsa-miR-30b-5p","GO:0001934"
"790","MIMAT0000420","hsa-miR-30b-5p","GO:0010628"
"791","MIMAT0000420","hsa-miR-30b-5p","GO:0016525"
"792","MIMAT0000420","hsa-miR-30b-5p","GO:0030511"
"793","MIMAT0000420","hsa-miR-30b-5p","GO:0035195"
"794","MIMAT0000420","hsa-miR-30b-5p","GO:0042104"
"795","MIMAT0000420","hsa-miR-30b-5p","GO:0045590"
"796","MIMAT0000420","hsa-miR-30b-5p","GO:0061886"
"797","MIMAT0000420","hsa-miR-30b-5p","GO:1900272"
"798","MIMAT0000420","hsa-miR-30b-5p","GO:1902951"
"799","MIMAT0000420","hsa-miR-30b-5p","GO:1903672"
"800","MIMAT0000420","hsa-miR-30b-5p","GO:1905563"
"801","MIMAT0000420","hsa-miR-30b-5p","GO:2000352"
"802","MIMAT0000420","hsa-miR-30b-5p","GO:0005615"
"803","MIMAT0000420","hsa-miR-30b-5p","GO:1903561"
"804","MIMAT0000421","hsa-miR-122-5p","GO:0005615"
"805","MIMAT0000421","hsa-miR-122-5p","GO:0070062"
"806","MIMAT0000421","hsa-miR-122-5p","GO:1903561"
"807","MIMAT0000423","hsa-miR-125b-5p","GO:0010839"
"808","MIMAT0000423","hsa-miR-125b-5p","GO:0045618"
"809","MIMAT0000423","hsa-miR-125b-5p","GO:1903231"
"810","MIMAT0000423","hsa-miR-125b-5p","GO:0016525"
"811","MIMAT0000423","hsa-miR-125b-5p","GO:0032720"
"812","MIMAT0000423","hsa-miR-125b-5p","GO:0035195"
"813","MIMAT0000423","hsa-miR-125b-5p","GO:0035278"
"814","MIMAT0000423","hsa-miR-125b-5p","GO:0038061"
"815","MIMAT0000423","hsa-miR-125b-5p","GO:0045656"
"816","MIMAT0000423","hsa-miR-125b-5p","GO:0060252"
"817","MIMAT0000423","hsa-miR-125b-5p","GO:0070104"
"818","MIMAT0000423","hsa-miR-125b-5p","GO:0071305"
"819","MIMAT0000423","hsa-miR-125b-5p","GO:0071354"
"820","MIMAT0000423","hsa-miR-125b-5p","GO:1904893"
"821","MIMAT0000423","hsa-miR-125b-5p","GO:1905065"
"822","MIMAT0000423","hsa-miR-125b-5p","GO:0005615"
"823","MIMAT0000423","hsa-miR-125b-5p","GO:0070062"
"824","MIMAT0000423","hsa-miR-125b-5p","GO:1903561"
"825","MIMAT0004594","hsa-miR-132-5p","GO:1903231"
"826","MIMAT0004594","hsa-miR-132-5p","GO:0010575"
"827","MIMAT0004594","hsa-miR-132-5p","GO:0010628"
"828","MIMAT0004594","hsa-miR-132-5p","GO:0010629"
"829","MIMAT0004594","hsa-miR-132-5p","GO:0031393"
"830","MIMAT0004594","hsa-miR-132-5p","GO:0032691"
"831","MIMAT0004594","hsa-miR-132-5p","GO:0032715"
"832","MIMAT0004594","hsa-miR-132-5p","GO:0032717"
"833","MIMAT0004594","hsa-miR-132-5p","GO:0032720"
"834","MIMAT0004594","hsa-miR-132-5p","GO:0035195"
"835","MIMAT0004594","hsa-miR-132-5p","GO:0042632"
"836","MIMAT0004594","hsa-miR-132-5p","GO:0043537"
"837","MIMAT0004594","hsa-miR-132-5p","GO:0051771"
"838","MIMAT0004594","hsa-miR-132-5p","GO:0055089"
"839","MIMAT0004594","hsa-miR-132-5p","GO:1900408"
"840","MIMAT0004594","hsa-miR-132-5p","GO:1901223"
"841","MIMAT0004594","hsa-miR-132-5p","GO:1905563"
"842","MIMAT0004594","hsa-miR-132-5p","GO:2000353"
"843","MIMAT0004594","hsa-miR-132-5p","GO:2001243"
"844","MIMAT0000428","hsa-miR-135a-5p","GO:1903231"
"845","MIMAT0000428","hsa-miR-135a-5p","GO:0035195"
"846","MIMAT0000430","hsa-miR-138-5p","GO:1903231"
"847","MIMAT0000430","hsa-miR-138-5p","GO:0007162"
"848","MIMAT0000430","hsa-miR-138-5p","GO:0008285"
"849","MIMAT0000430","hsa-miR-138-5p","GO:0010629"
"850","MIMAT0000430","hsa-miR-138-5p","GO:0030336"
"851","MIMAT0000430","hsa-miR-138-5p","GO:0032088"
"852","MIMAT0000430","hsa-miR-138-5p","GO:0033689"
"853","MIMAT0000430","hsa-miR-138-5p","GO:0035195"
"854","MIMAT0000430","hsa-miR-138-5p","GO:0035278"
"855","MIMAT0000430","hsa-miR-138-5p","GO:0043553"
"856","MIMAT0000430","hsa-miR-138-5p","GO:0044854"
"857","MIMAT0000430","hsa-miR-138-5p","GO:0045668"
"858","MIMAT0000430","hsa-miR-138-5p","GO:0045944"
"859","MIMAT0000430","hsa-miR-138-5p","GO:0050728"
"860","MIMAT0000430","hsa-miR-138-5p","GO:0051001"
"861","MIMAT0000430","hsa-miR-138-5p","GO:0051497"
